Individual,Institution_Code,Region,Sex,Ancestry,Sub,Tribe_Clean,Lang_Class,Age,Age_Clean_yr,Age_Group,Completion_%,LUI1MD_mm,LUI1BL_mm,RUI1MD_mm,RUI1BL_mm,LUI2MD_mm,LUI2BL_mm,RUI2MD_mm,RUI2BL_mm,LUCMD_mm,LUCBL_mm,RUCMD_mm,RUCBL_mm,LUP3MD_mm,LUP3BL_mm,RUP3MD_mm,RUP3BL_mm,LUP4MD_mm,LUP4BL_mm,RUP4MD_mm,RUP4BL_mm,LUM1MD_mm,LUM1BL_mm,LUM1MBDL_mm,LUM1MLDB_mm,RUM1MD_mm,RUM1BL_mm,RUM1MBDL_mm,RUM1MLDB_mm,LUM2MD_mm,LUM2BL_mm,LUM2MBDL_mm,LUM2MLDB_mm,RUM2MD_mm,RUM2BL_mm,RUM2MBDL_mm,RUM2MLDB_mm,LLI1MD_mm,LLI1BL_mm,RLI1MD_mm,RLI1BL_mm,LLI2MD_mm,LLI2BL_mm,RLI2MD_mm,RLI2BL_mm,LLCMD_mm,LLCBL_mm,RLCMD_mm,RLCBL_mm,LLP3MD_mm,LLP3BL_mm,RLP3MD_mm,RLP3BL_mm,LLP4MD_mm,LLP4BL_mm,RLP4MD_mm,RLP4BL_mm,LLM1MD_mm,LLM1BL_mm,LLM1MBDL_mm,LLM1MLDB_mm,RLM1MD_mm,RLM1BL_mm,RLM1MBDL_mm,RLM1MLDB_mm,LLM2MD_mm,LLM2BL_mm,LLM2MBDL_mm,LLM2MLDB_mm,RLM2MD_mm,RLM2BL_mm,RLM2MBDL_mm,RLM2MLDB_mm,Bi_LCBL_mm,Bi_LCMD_mm,Bi_LI1BL_mm,Bi_LI1MD_mm,Bi_LI2BL_mm,Bi_LI2MD_mm,Bi_LM1BL_mm,Bi_LM1MBDL_mm,Bi_LM1MD_mm,Bi_LM1MLDB_mm,Bi_LM2BL_mm,Bi_LM2MBDL_mm,Bi_LM2MD_mm,Bi_LM2MLDB_mm,Bi_LP3BL_mm,Bi_LP3MD_mm,Bi_LP4BL_mm,Bi_LP4MD_mm,Bi_UCBL_mm,Bi_UCMD_mm,Bi_UI1BL_mm,Bi_UI1MD_mm,Bi_UI2BL_mm,Bi_UI2MD_mm,Bi_UM1BL_mm,Bi_UM1MBDL_mm,Bi_UM1MD_mm,Bi_UM1MLDB_mm,Bi_UM2BL_mm,Bi_UM2MBDL_mm,Bi_UM2MD_mm,Bi_UM2MLDB_mm,Bi_UP3BL_mm,Bi_UP3MD_mm,Bi_UP4BL_mm,Bi_UP4MD_mm
UP5580,Pretoria,Transvaal,F,white,white,NA,English_Afrikaans,72,72,Older_Adult,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.67,8.3,NA,NA,NA,NA,NA,9.71,NA,NA,10,12.23,12.08,11.32,11.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.68,7.39,NA,NA,6.91,NA,NA,NA,NA,7.75,NA,NA,NA,NA,11.28,10.13,11.72,11.76,NA,NA,NA,NA,NA,NA,NA,NA,7.39,6.68,NA,NA,NA,NA,10.13,11.72,11.28,11.76,NA,NA,NA,NA,NA,6.91,7.75,NA,8.3,7.67,NA,NA,NA,NA,12.23,12.08,10,11.32,NA,NA,NA,NA,NA,NA,9.71,NA
UP5577,Pretoria,Transvaal,F,white,white,NA,English_Afrikaans,72,72,Older_Adult,61,8.28,7.24,NA,NA,6.52,6.55,NA,NA,7.37,NA,NA,NA,6.54,NA,NA,NA,6.26,8.9,NA,NA,NA,NA,NA,NA,10.77,10.63,12.3,10.78,NA,NA,NA,NA,9.66,11.4,11.96,10.39,NA,NA,NA,NA,NA,NA,NA,NA,6.38,7.21,NA,NA,6.69,7.33,NA,NA,7.22,8.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21,6.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33,6.69,8.35,7.22,NA,7.37,7.24,8.28,6.55,6.52,10.63,12.3,10.77,10.78,11.4,11.96,9.66,10.39,NA,6.54,8.9,6.26
UP5575,Pretoria,Transvaal,F,white,white,NA,English_Afrikaans,87,87,Older_Adult,50,NA,NA,NA,NA,NA,NA,NA,NA,7.61,NA,NA,NA,6.9,NA,NA,NA,7.11,NA,NA,NA,NA,NA,NA,NA,9.86,10.96,11.7,11.04,9.37,11.4,11.26,11.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.82,NA,NA,NA,NA,NA,NA,NA,7.02,8.42,NA,NA,10.27,10.43,11.42,11.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.82,NA,NA,NA,NA,10.43,11.42,10.27,11.06,NA,NA,NA,NA,NA,NA,8.42,7.02,NA,7.61,NA,NA,NA,NA,10.96,11.7,9.86,11.04,11.4,11.26,9.37,11.15,NA,6.9,NA,7.11
UP5576,Pretoria,Transvaal,F,white,white,NA,English_Afrikaans,56,56,Middle_Aged_Adult,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.54,7.14,NA,NA,6.5,7.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.14,6.54,7.74,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.68,NA,NA,NA
UP5573,Pretoria,Transvaal,M,white,white,NA,English_Afrikaans,80,80,Older_Adult,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.64,NA,NA,6.83,6.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.64,NA,6.81,6.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UP5571,Pretoria,Transvaal,M,white,white,NA,English_Afrikaans,79,79,Older_Adult,44,NA,NA,NA,NA,NA,NA,NA,NA,7.58,8.67,NA,NA,6.5,9.16,NA,NA,NA,9.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.23,13.06,13.12,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.04,8.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.92,NA,NA,NA,NA,12.07,11,12.37,12.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.92,11,12.37,12.07,12.45,8.22,7.04,NA,NA,8.67,7.58,NA,NA,NA,NA,NA,NA,NA,NA,13.06,13.12,10.23,12.2,9.16,6.5,9.55,NA
UP5568,Pretoria,Transvaal,F,white,white,NA,English_Afrikaans,62,62,Older_Adult,28,NA,NA,NA,NA,NA,NA,NA,NA,7.11,NA,NA,NA,NA,NA,NA,NA,NA,8.86,NA,NA,NA,NA,NA,NA,NA,10.53,11.53,10.23,NA,NA,NA,NA,NA,NA,NA,NA,5.24,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,NA,4.99,5.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,7,6.2,NA,NA,NA,7.11,NA,NA,NA,NA,10.53,11.53,NA,10.23,NA,NA,NA,NA,NA,NA,8.86,NA
UP5559,Pretoria,Transvaal,M,white,white,NA,English_Afrikaans,40,40,Middle_Aged_Adult,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,8.1,NA,NA,6.9,8.2,NA,NA,NA,8.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,6.9,8.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UP5553,Pretoria,Transvaal,F,white,white,NA,English_Afrikaans,60,60,Middle_Aged_Adult,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.55,11.91,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,NA,NA,10.55,11.91,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UP5531,Pretoria,Transvaal,M,white,white,NA,English_Afrikaans,66,66,Older_Adult,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.41,12.84,10.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.43,7.61,NA,NA,6.66,7.67,NA,NA,NA,8.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.61,6.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.67,6.66,8.13,NA,NA,NA,NA,NA,NA,NA,11.41,12.84,NA,10.79,NA,NA,NA,NA,NA,NA,NA,NA
UP5472,Pretoria,Transvaal,F,white,white,NA,English_Afrikaans,76,76,Older_Adult,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,7.95,NA,NA,NA,NA,NA,NA,9.69,11.5,11.27,10.58,NA,NA,NA,NA,9.48,11.33,11.74,10.42,4.99,6.12,NA,NA,5.7,6.48,NA,NA,6.22,7.26,NA,NA,6.06,NA,NA,NA,6.16,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.26,6.22,6.12,4.99,6.48,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.06,7.5,6.16,NA,7,NA,NA,NA,NA,11.5,11.27,9.69,10.58,11.33,11.74,9.48,10.42,NA,NA,7.95,NA
UP5464,Pretoria,Transvaal,F,white,white,NA,English_Afrikaans,79,79,Older_Adult,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.95,9.17,NA,NA,6.69,9.47,NA,NA,NA,NA,11.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56,5.71,NA,NA,5.58,6.3,NA,NA,6.5,7.38,NA,NA,6.99,7.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.38,6.5,5.71,4.56,6.3,5.58,NA,NA,NA,NA,NA,NA,NA,NA,7.66,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85,NA,NA,NA,NA,NA,NA,9.17,6.95,9.47,6.69
UP5456,Pretoria,Transvaal,F,white,white,NA,English_Afrikaans,56,56,Middle_Aged_Adult,28,NA,NA,NA,NA,NA,NA,6.68,6.03,NA,NA,7.14,7.78,6.66,8.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.12,10.73,10.55,10.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.78,7.14,NA,NA,6.03,6.68,NA,NA,NA,NA,10.73,10.55,9.12,10.37,8.67,6.66,NA,NA
UP5452,Pretoria,Transvaal,F,white,white,NA,English_Afrikaans,84,84,Older_Adult,19,NA,NA,NA,6.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.19,10.04,11.03,9.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.78,7.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.11,6.78,NA,NA,NA,NA,6.68,NA,NA,NA,NA,NA,NA,NA,10.04,11.03,9.19,9.88,NA,NA,NA,NA
UP5445,Pretoria,Transvaal,M,white,white,NA,English_Afrikaans,73,73,Older_Adult,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.24,6.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.12,5.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UP5437,Pretoria,Transvaal,F,white,white,NA,English_Afrikaans,±64,NA,Older_Adult,31,NA,NA,NA,NA,NA,NA,7.31,6.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.25,11.91,12.5,11.27,NA,NA,NA,NA,9.88,11.8,11.88,10.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,7.31,11.91,12.5,10.25,11.27,11.8,11.88,9.88,10.87,NA,NA,NA,NA
